about_the_game,short_description,genres,tags,filtered_genres
this is a 2d survival challenge game with a story background originating from the three kingdoms period in ancient china during the game players need to fight independently to eliminate a large influx of monsters every 3 to 5 minutes a boss level monster guarding the level will appear in the game in the game players can upgrade and choose appropriate skills to improve their spells and abilities,this is a 2d game originating from the three kingdoms period in ancient china during the game players need to fight independently and select appropriate skills through upgrades to improve their spells and abilities,"['casual', 'indie', 'rpg']",casual 251 rpg 240 action roguelike 224 battle royale 215 2d 210 cartoon 199 cartoony 193 point  click 185 third person 176 combat 167 war 157 mythology 144 martial arts 142 swordplay 128 hack and slash 114 relaxing 97 retro 80 magic 63 foreign 43 quicktime events 25,"['casual', 'indie', 'rpg']"
an unforgettable experience awaits in this immersive vr escape room game you will find yourself trapped in a mysterious mansion with no apparent way out presented with a series of unique challenges that will test your puzzlesolving skills throughout the game various items will need to be collected and the environment must be interacted with to solve intricate puzzles and ultimately escape the mansion each puzzle has been carefully crafted to provide a challenging and engaging experience that will keep you on the edge the game mechanics have been designed to ensure that every clue is important and every second counts you will need to use your observational skills and creativity to think outside the box and find the necessary tools to unlock doors and other mysteries the game has been designed to provide a truly immersive experience that will captivate and engage players of all ages so why wait put your puzzlesolving skills to the test and immerse yourself in this exciting vr game today,dive into mansion mystery an immersive vr puzzler in a haunted mansion governed by realworld physics ignite matches shatter plates solve intricate puzzles will you unravel the secrets and escape or be trapped forever,"['adventure', 'casual', 'indie', 'simulation']",adventure 111 puzzle 101 vr 95 firstperson 88 escape room 85 investigation 79 horror 77 stylized 75 difficult 73 short 71 casual 69 mystery 69 physics 67 indie 65 singleplayer 51 simulation 47,"['adventure', 'casual', 'indie', 'simulation']"
bruken thats a weird name well when you get into the world youll see that its all in pieces also gravity has flipped doesnt it normally drag you inwards well when you see this world youll think aww its all bruken everythings bruken the worlds bruken gravity is bruken goodness gracious me  explore this exciting new world as a little ball i do believe that whatever caused this place to break apart like this has left lots of energy around the place i wonder if thatll help you to overcome the ever stronger gravitational force as you get closer to the center hmm either way its just a bit of fun have an explore do the jumps poke around the maze or on top of the maze and generally just enjoy yourself i made this game with one goal in mind a relaxing and fun game to play when youre keen to chill out in the afternoon or whenever you relax really with a bit of difficulty at the endmiddle good luck with that by the way gravity can be a real pain in the butt features  a big ol hand crafted world to explore not just procedural planes  all sorts of things to jump onoffoverintoetc  a movement system with slight complexity to it if you figure it out there are a few different ways to do things  energy system the more you have the betterfasterstronger na na na na what dont kill me can only make me stronger wait what was i saying  plenty of waypoints etc  fun excitement joy bliss the meaning of life candy a brand new porche 911 2018 model with turbo chargers and superchargers hand crafted by angels and painted by famous artists long dead  alright that last one may have been a stretch but sales amirite,explore a large spherical world enjoying all the jumps and puzzles etc along the way overcome the oppressive forces of gravity that only get stronger as you reach the center what even is at the center what is your purpose who knows may aswell enjoy yourself while youre there,"['adventure', 'casual', 'indie']",indie 21 casual 21 adventure 20,"['adventure', 'casual', 'indie']"
there are a lot of treasures in the deepest of the relic but only adventurers with wisdom and courage have the opportunity to approach them you will push the rocks activate devices and teleport circles to create the way to the next stage overcome the poisonous spores flames and water travel through different terrains layer by layer towards the treasure the gameplay is simple and not having much stages but they are difficult only recommended to people who are smart with good logical love or are good at solving puzzles it is said that more than half of the adventurers are given up before they can pass even the 7th level are you better than them the game contains 10 kinds of devices monsters or traps  3 chapters with different terrains 25 levels 25  25 hrs game time simple operation lots of extremely difficult puzzles not too many tips,it is said that only the most brave and wise people could pass the exam and get the treasure in the ancient relic in the great maze you should not only find out but also make the correct ways appear most challengers fails could you pass it,"['adventure', 'indie', 'strategy']",puzzle 110 sokoban 104 strategy 100 dungeon crawler 96 logic 93 rpgmaker 87 indie 84 2d 81 underground 78 magic 75 old school 73 fantasy 71 singleplayer 69 adventure 66,"['adventure', 'indie', 'strategy']"
learn words  use syllables is an exciting mix between a word and a trivia game words are split into colorful syllables and you have to put them back together as fast as possible the words in every level are bound to a certain topic so you have to know about the topic to solve it if you arent that familiar with a specific topic  simply click the bulb and learn something new main features  100 levels split into 10 separate categories ranging from science and geography to technology knowledge  classic and limited time modes  learn spelling and syllabification of words plus new vocabulary  play in 8 different languages  polish english german french spanish portuguese italian or dutch  each language with separate progression  switch easily and expand your knowledge of new languages spell quiz start with simple single syllable words and get into more difficult territories as you progress build complex words and put your grammar knowledge to a test can you solve all the available levels in all 8 languages syllables are split into separate colorful bubbles to help you get into new levels easily first syllable of a word always starts with a capital letter which will make starting a level clear and you wont ever get stuck meet our clever owl need some help to start your initial experience  thats where our clever owl will come in handy let our companion guide you through initial levels to learn all the mechanics and solve a handful of entry levels before getting into the uncharted waters collect stars unlock new categories with every level your performance will get scored and as youll collect enough stars  new categories will unlock get back to already finished levels and try to collect as many stars as possible will you manage to unlock all the available categories if youre opting for something easy to learn the ropes we encourage you to start with the sport or geography categories as theyll test your everyday knowledge as youre get more expertise youll be able to get into the technology and science categories and explore the metaverse or even the outer space parts of our universe cant decide on a category learning syllables is difficult enough and you dont want to focus on choosing the right category let our random mode decide for you in random mode the game will enter one of your already unlocked levels and will surprise you with a set of unexpected words to guess master all the word and syllables throughout different languages and score a 3star result in every category to become the master of words,learn words  use syllables is an exciting mix between a word and a trivia game words are split into colorful syllables and you have to put them back together as fast as possible more than 100 levels with 8 languages to learn,"['casual', 'indie']",casual 54 education 46 word game 40 2d 37 minimalist 31 singleplayer 25 puzzle 23 family friendly 21 indie 20 colorful 19 trivia 17,"['casual', 'indie']"
61 days is an adventure game set on an alien planet the crew of a spaceship crashland after flying too close to large world known only as hb137f luckily there are few casualties and the atmosphere is survivable but they soon discover that in exactly 61 days the temperature is set to plummet to unbearable cold their only hope lies with an expedition a century ago which perished but managed to use alien technology to build fuel cells to generate heat and power now the clock is ticking to find these artifacts and use them to build a base that will help you brave the winter ultimately your goal is to collect these energy cells along the way you will face platforming challenges as well as puzzle and fighting segments you will also have to make decisions sometimes as the ships captain that will affect the health of your colony and your overall chances of survival,timed adventure game in space,"['adventure', 'indie']",,"['adventure', 'indie']"
play as therese whos somehow found herself unable to leave a cathedral that she doesnt remember entering things only get stranger when a young boy eldin who therese has never met claims to know her eldin claims that the two of you are sharing a dream a dream that neither of you can wake up from what can you believe who can you trust dive in and try to uncover the secrets hidden within and outside of your dreams this visual novel features over thirty unique illustrations seven original music tracks fully animated character sprites two full length parts to the story over one hundred pages of dialogue bilingual in both english and german credit to simon schonberg for the german translation credit to wwwsoundfxnowcom for the soundeffects important notice as of now everything should be running smoothly but please contact me if any issues pop up thank you very much for your patience and support,a mysteryhorror visual novel about dreams reality human bonds and survival with a surprise  ending,"['casual', 'indie']",indie 23 casual 23 visual novel 8,"['casual', 'indie']"
go on a mysterious adventure as a ghost various stages that stimulate a sense of challenge are waiting for the ghost luna if you want to feel the genre of 2d platformer in the 90s try it synopsis one dark day a strong lightning strike a shabby tomb hard due to the unknown cause a ghost in the form of a woman appears in the tomb but ghost suffer without remembering anything someone found a ghost in a house nearby the game begins as the ghost notices it and enters the house why did the main character become a ghost go on a mysterious journey to find out who did it game mode normal mode you can enjoy at a moderate difficulty original mode this is the basic mode before the normal mode and it is difficult in the early game due to the slippery controls narrow field of view and other ability factors  it is unlocked once cleared regardless of the mode and it is a level of difficulty that can be enjoyed in a unique situation that requires collecting souls to acquire 1up hide system luna a ghost can hide slightly as a hidenot completely and it can stun state the other person for a while or pass through the body however most people drink strange water can see the existence of the ghost luna hiding is useless against animals certain obstacles can be passed as hide state bump as hide state at humans enemy the human enemy in stun state for a moment and the attack is valid bosses have strong energy and cannot give them a state of stun but they pass through the body as they are instead if you continue to attack they can be stun state so aim for that time sight system luna hasnt been long since she became a ghost so can only see humans her closely without lighting however raising your ability widens the scope of seeing humans but she can see animals regardless of sight range ability collect souls and raise your ability normal mode attack  attack power is increased sight  the extent to which human enemies can be seen increases including human bosses flying time  flying time is increased recover flying  the recovery time of flying ability is reduced fire resistance  reduces damage caused by fire by 50 high jump  jump power increases original mode attack  the offense gradually increases and the energy flies to the end sight  the extent to which human enemies can be seen increases including human bosses friction  it becomes easier to control the movement of slippery ghosts hiding time  hiding time increases recover hiding  the recovery time for hiding ability is reduced flightflying time  flying becomes possible and flying time increases recover flying  the recovery time of flying ability is reduced stage progress at the beginning of the stage check the yellow keys image on the hint sign find the key on the stage you cant throw away the key once you get it yellow keys may have fake ones so check them out in detail if the key you checked matches the key you found obtain it the red key doesnt have a fake if you find it get it right away enter the next step using the right yellow key if a fake key is used you will receive a penalty,go on a mysterious adventure as a ghost various stages that stimulate a sense of challenge are waiting for the ghost luna if you want to feel the genre of 2d platformer in the 90s try it,"['action', 'indie']",side scroller 154 2d platformer 148 puzzleplatformer 145 puzzle 140 platformer 134 female protagonist 128 2d 126 horror 124 controller 122 multiple endings 120 action 114 pixel graphics 97 stealth 94 1990s 90 dark 82 supernatural 80 singleplayer 72 indie 67 cute 64 cartoony 61,"['action', 'indie']"
the wounds of the sol war are still fresh the scars etched deep into the collective memory of a broken federation an uneasy peace lingers a fragile truce between shattered planets and the remnants of oncemighty empires captain zara kincaid is a symbol caught in this crossfire  a defiant beacon of hope for those clinging to shattered ideals a broken tool for those who see only ambition and opportunity in the ruins but when a cosmic pulse ripples through the stars a chilling whisper amidst the silence it shatters the illusion of peace this is not the echo of old wars but the herald of something far more vast… and potentially far more destructive the alien signal pulses with unimaginable power a promise that might offer salvation… or accelerate humanitys extinction can zara break free from the gilded cage that confines her expose the ambitions of those who would twist this force to their own ends and uncover the true nature of this cosmic enigma the fate of countless worlds hangs in the balance dangling by the thread of her choices for in a galaxy already ravaged by war this newfound power could tip the scales towards a new age of wonder… or become a requiem for the stars themselves,immerse yourself in a stunning scifi visual novel in a fractured federation on the brink captain zara kincaid is caught between political schemes and an enigmatic alien force your choices determine her path and the fate of worlds,['casual'],visual novel 52 scifi 46 female protagonist 43 space sim 40 mystery 37 casual 35 aliens 31 space 29 2d 27 immersive 25 interactive fiction 23 multiple endings 21 controller 19 choices matter 17 stylized 13 singleplayer 11,['casual']
semisweet tofu is a 2d side scrolling platformer game where players have to eat fruit to survive along with using the color you change while eating the fruit to defeat the enemies you are faced with we took things from other games and modified them such as don’t starve when you have to eat to survive and added another mechanic too that he fruit you eat to survive also give buffs to the player as well as useful to survive and progress you have to jump on platforms and use certain fruit such as the apple which gives you a higher jump height to reach certain platforms or the banana fruit which gives you movement speed so you can jump further or run away from the magician the core of the gameplay relies on the fruit and the ability to use them in a unique way you can throw fruit at enemies to stun them as well as collide with them to destroy them if you’re not the same color as the enemy you’ll take damage but if you are the same color you’ll destroy the enemy without taking damage,semisweet tofu is a 2d side scrolling platformer game where players have to eat fruit to survive along with using the color you change while eating the fruit to defeat the enemies you are faced with eat your way to solving unique color based puzzles while avoiding hazards like fire piranhas and more,"['adventure', 'casual', 'indie']",adventure 21 indie 21 casual 21,"['adventure', 'casual', 'indie']"
multiplayer ball game single player mode supported use your head as the controller and play alone or with up to six players online very immersive multiplayer fun play solo or meet other people for a game you can create a private room as well just share the id of the room with your friends you can play on vr or on the desktop the game begins with 2d ball movement after 60 seconds the arena walls rise and the ball will move in all directions including up and down power apps in game  small and big ball  slow and fast ball  dark mode use a flashlight on your head to see the ball  barrel mode part of the arena is hidden by a barrel with fire  get additional lives if you play in multiplayer mode you will be crowned for each victory,multiplayer ball game single player mode supported use your head as the controller and play alone or with up to six players online very immersive multiplayer fun,"['action', 'sports']",action 21 sports 21 vr 8,"['action', 'sports']"
once upon a time not too long ago there lived an old lady with her husband in a large but quite humble mansion one night which started like many others the old couple went to sleep after having a cup of green tea that night the old lady woke up to find her husband gone all he left behind were his camera and a lantern where could he go to at this time of night and why our elderly friend decides to go look for him accompanied by her everloyal and smarterthanaverage cat companion join this little old lady in her quest to find her lost husband and you might unravel the secrets that lie beneath the mansion ,a slowpaced pointandclick adventure game without language with original soundtrack personally crafted models and textures and brilliant voiceacting unlit is completely a oneofakind experience,"['adventure', 'casual', 'indie', 'early', 'access']",adventure 32 early access 32 indie 31 casual 31 point  click 13 puzzle 12 dark 12 mystery 12,"['adventure', 'casual', 'indie', 'early', 'access']"
the world crumbles as it yearns for the presence of the old gods only the strongest and most depraved beings remain imprisoned beneath the first castle can you fight your way to the surface shell of a king is a topdown 2d bullethell rpg with an emphasis on tough boss fights an original soundtrack and an interconnected world to explore a passionproject by a solo dev game features topdown bullethell action simple responsive controls many tough boss fights a variety of enemies to face over 80 items to discover levelsystem and build customization a nonlinear style interconnected world to explore how you like multiple endings ,test your strength in shell of a king a precision bullethell adventure that will push your dodging skills to the limit challenge tough bosses uncover secrets and explore a world left to ruin in this topdown rpg,"['action', 'adventure', 'indie', 'rpg', 'early', 'access']",indie 57 bullet hell 52 soulslike 46 action 43 topdown shooter 43 pve 40 adventure 37 action rpg 31 2d 29 topdown 27 postapocalyptic 25 early access 22 handdrawn 21 rpg 21 dark fantasy 19 combat 15 singleplayer 13,"['action', 'adventure', 'indie', 'rpg', 'early', 'access']"
sculpt your way through the history of western art i mean sculpture that which one does by means of removal  michelangelo the farnese hercules is an original puzzle game with a new and unique central mechanic take on the role of the famed sculptors of history as you gaze into your material and see your final work before you carve it and reveal it to the world the farnese hercules includes 35 levels stretching from 40000 bce to 1950 ce 7 stages representing some of the different eras of western art heaps of original eascii art 3 hours of puzzling playtime 20 historically appropriate musical tracks the main mechanic of the farnese hercules is simple gaze into your material to reveal how many blocks need to be chipped totally away and how many need to be carefully carved one vantage point is not enough however and the sculptor will have to regard their material from many angles before they can be sure exactly what needs to be removed the farnese hercules uses a totally original central mechanic although it does so with a clear eye on its antecedants in games like minesweeper picross and hexcells,the farnese hercules is an puzzle game with a new and unique central mechanic take on the role of the famed sculptors of history as you gaze into your material and see your work before you carve it and reveal it to the world,"['casual', 'indie']",casual 63 puzzle 38 2d 34 historical 32 linear 29 singleplayer 22 indie 21,"['casual', 'indie']"
welcome to surge radio surge radio is a fastpaced shooter that encourages master of weapons and maps over shoot first ask questions later with a light roster of weapons each with its own unique style of play there is many ways to dominate the arena play online wither others or grab your best buds and a couple controllers and play on the couch with friends why surge radio surge radio is a fictional developing gameshow based on the sport of gibbing others with crazy weaponry as the board of surge radio is gathering its cast of commentators and other production staff players are growing impaitent and are eager to get started now thats where you come in join in on the fight and get some pratice in before the show goes live tell me about the shooting select from an expanding roster of weapons each encompassing its own unique style of play with each weapon being so different the best way to get better at shooting enemies is to do just that shoot enemies each weapon is a onehitkill even if it touches your toes so use your movement and weapon mastery to best your opponents and dominate the scoreboard personalization while not a key feature looking good in the arena always makes a statement to your foes choose from a wide and expanding list of playerskins that change your ingame appearance to everyone more customization options will become avaliable as surge radio continues to develop early access benifits as a thank you for participating in the development of surge radio early access users will gain exclusive ingame cosmetics when purchasing during early access the content included as a reward includes 2 player skins profile icon as more personalization options are added into the game early access rewards will expand beyond what is seen here its really that simple so see you in the arena,surge radio is a fastpaced multiplayer game centred around onehit weapons of stupid proportions with an array of unique weapons made to encompass different styles of play mayhem is ensured best your opponents in combat whether they are online or friends on the couch next to you,"['action', 'casual', 'indie', 'early', 'access']",action 31 indie 31 casual 31 early access 21,"['action', 'casual', 'indie', 'early', 'access']"
dragon warrior girl is a largescale adventure game that is one of the soulslike games in the game you will play several powerful female generals namely the female yaksha the red ribbon lady the black miko and the red yakhime you will go to the holy land moon capital to challenge the female general change one of the night gods every time you kill an enemy you can capture and absorb their soul and use it to upgrade and increase your potion usage you will use several magical powers to defeat all enemies,dragon warrior girl is a largescale adventure game that is one of the soulslike games you will play several powerful female generals,"['action', 'adventure', 'rpg']",,"['action', 'adventure', 'rpg']"
description welcome to the adrenalinepumping adventure dangerous fight  an online shooter that will take you to the heart of the action in the atmosphere of the city of yerevan armenia you will go into epic battles where the technology of the future and the cultural heritage of the ancient city mix peculiarities weapons and technologies of the future arm yourself with advanced weapons equipped with advanced technologies and immerse yourself in exciting battles battle in yerevan discover the streets of yerevan in detail where every corner hides danger and every street becomes a battlefield  multiplayer mode join friends or create your own team for cooperative and competitive battles online  dangerous missions complete secret missions become a special agent and confront dangerous opponents  the world in your pocket discover the world of online operations where your skill and teamwork decide the outcome of the battle  evolution of personalization personalize your character with a variety of customizations to stand out in the world of dangerous fight  regular updates new levels weapons and game modes promise constant challenges to keep you interested night after night join dangerous fight right now and become part of this exciting online battle where every moment is dangerous and every shot is decisive future update for this game ,welcome to the adrenalinepumping adventure dangerous fight  an online shooter that will take you to the heart of the action in the atmosphere of the city of yerevan armenia you will go into epic battles where the technology of the future and the cultural heritage of the ancient city mix,"['action', 'adventure', 'indie', 'massively', 'multiplayer']",,"['action', 'adventure', 'indie', 'massively', 'multiplayer']"
step into the shoes of a roman noir detective and interrogate the little community of a town in the depths of the usa and reconstruct the events behind the death of elliot brown and do it again and again but every time it seems different   the release plan  the games core storyline will be released over multiple weeks  in addition to multiple game experience improvements over time  15april utc1 the games release  the elliot brown case act 1  custom stories  22april utc1 major patch 1  the elliot brown case act 2  29april utc1 major patch 2  the elliot brown case act 3  6may utc1 major patch 3  the elliot brown case act 4  13may utc1 major patch 4  the elliot brown case act 5  6  what we want to squeeze in before we got to move on  no guarantee all of these will happen in a definitive way but strive toward it  modding tool improvements incl visuals  french localization polishing the experience of both our storyline and the game overall from players feedbacks   interrogate every suspect residents about any subject the entire affair being represented in cards comprehend the behavior and the relations of each citizen and finally catch the culprit  clear up up the massive amounts of information the townfolks will give you as a detective  with red strings  they may talk about irrelevant stuff or even lead you to red herrings after solving the elliot brown case write your own stories and conceive engaging universes  or discover the ones written by other detectives  change everything  the characters the context the illustrations and even the events and then publish these experiences on the steam workshop with ease  ,a new kind of detective game where you uncover cases entirely represented with cards interrogate any character about any other card dissect the events that lead to eliott browns demise then write your own thrilling investigation stories and share them to fellow detectives around the world,"['adventure', 'indie']",investigation 505 detective 499 noir 495 mystery 490 adventure 487 level editor 484 thriller 474 interactive fiction 459 card game 450 tabletop 440 1980s 429 moddable 417 atmospheric 404 early access 390 dark 375 drama 360 textbased 344 crime 326 immersive 324 narration 304,"['adventure', 'indie']"
prepare to be abducted outergalactic aliens pinball is a fast paced eight flipper pinball table featuring an out of this world space theme get ready to listen to a twelve minute original sound track while playing through eight main missions skill shots multiball and one very secret extra mission please note this table is included with a slot machine in our slot shots pinball ultimate edition title  this title does include steam online leaderboards so get ready to compete for those high scores for a look at all of the missions check out our detailed walkthrough guide with photos here if you would like to watch some gameplay of this table and our other tables please visit swprozee1 gaming on youtube or find his channel listed in our community hub discussion page features full controller support or use the mouse and keyboard keyboard uses both s and l keys and shift keys for flippers please note this title has been tested in standard 1920 x 1080 and 2560 x 1600 hd resolution any other resolution has not been tested and may possibly crop off parts of the screen,outergalactic aliens pinball is a fast paced 8 flipper pinball game featuring 8 main missions for more info check out our complete walkthrough guide get ready to battle the galaxy while listening to a twelve minute original soundtrack to keep the action rolling,"['casual', 'simulation']",pinball 254 casual 251 aliens 247 space 242 score attack 237 singleplayer 222 scifi 214 physics 207 dark 197 mars 187 fantasy 177 simulation 174 retro 166 3d 152 stylized 136 topdown 120 space sim 102 mystery dungeon 84 old school 66 actionadventure 45,"['casual', 'simulation']"
although animal crusades can be hectic at times you will notice there is depth in the chaos this is achieved through careful balancing of each weapon type throwable and advanced mechanics such as parrying and fainting fainting use this technique to apply pressure while moving or simply bait out your opponent to attack armmovements in animal crusaders each hand is tied to a specific button pressing the hand will raise and lower the respective hand the position of the hands alter attack animations and block locations respectively in other words if your shield arm is up you will block incoming high attacks rolling if you find yourself in a pinch roll rolling grants invulnerability frames however it will also leave the player wide open for an attack if timed improperly this game was build on the premise of making a game that can be played with anyone while also having enough depth underneath the simple controls,crusade to distant lands and fight your friends in this chaotic 4 player skill based brawler or play survival alone defeat players and ai in order to unlock unique projectiles weapons magic and cosmetics use spacing and custom loadouts to defeat your foes in battle,['action'],hack and slash 212 beat em up 206 pvp 202 3d fighter 197 character customization 192 3d 181 dragons 174 action 168 funny 166 controller 157 stylized 138 fantasy 126 magic 124 medieval 110 survival 95 physics 79 combat 62 coop 44 local coop 27 local multiplayer 25,['action']
pyramid raid offers a unique mix of platforming and tower defense elements you take control of a former egyptian merchant turned mummy and try to survive pyramids built by other players you were a sly wealthy merchant in ancient egypt and you still want to be one even though you’ve joined the ranks of the undead to do this you have to raid and amass treasures from other pyramids of course the pyramids won’t just simply give their riches to you you have to overcome all sorts of devious traps and avoid dying to get through the pyramid and steal the treasures we put a high emphasis on speed and timing it’s as much about finding the fastest way to clear the level as it is about clearing the level at all the level building part however gives you an easytouse editor one that allows you to create exactly the level you want to create and if you do a good job and other players enjoy your level you get even more treasures for it,a unique combination of run n jump and humor even death is fun in pyramid raid,"['action', 'casual', 'indie']",action 41 indie 28 casual 21 free to play 19 platformer 11 multiplayer 10 early access 8,"['action', 'casual', 'indie']"
a story driven medieval fantasy adventure you awake without any idea of who you are where you are or what has happened to you explore this dark cold world as you try to answer the questions you have solve puzzles and complete quests for strangers who may be able to help you where are you find books manuals and diaries that will give information on this strange land using blueprints and raw materials to help you craft useful items and weapons will give you progression and using items in a clever way will allow you to complete tasks with ease who are you other characters have their needs too helping them could be the key to your own discovery of who you are what has happened to you solving puzzles will allow you to find out much more about how this all happened to you and more importantly why a small development team of just two people have developed this first episode and will continue to release further episodes that will expand the story with many twists and turns awaiting on your journey discover more about the world your place in it and how you lost your memory each episode will have a focus relating to the world its characters and the players place in it episode one shows you the world how crafting items and finding information in texts can help you understand it episode two will be directed more towards the characters and the story of your place in lightmare castle ,a story driven medieval fantasy adventure you awake without any idea of who you are where you are or what has happened to you explore this dark cold world as you try to find your answers craft solve puzzles and complete quests to unlock the secrets of lightmare castle,"['adventure', 'indie', 'rpg']",adventure 34 indie 32 rpg 31 horror 13 fantasy 13 psychological horror 12 dark fantasy 12 medieval 12 thriller 12 gothic 12 story rich 12 early access 12 action 10 surreal 10 survival horror 10 crafting 10 atmospheric 10 puzzle 10 dark 10 drama 10,"['adventure', 'indie', 'rpg']"
an oldstyle pixel 2d platformer who becomes an apprentice swordsman confronts dragons and rescues princesses you can easily enjoy your adventure with simple operations such as jumping and dashing attacks enjoy the world of charming enemy characters items that grow apprentice swordsmen and a simple and nostalgic game world  story  this is a certain kingdom the jewel that contained the dragon was stolen by an evil swordsman unleashing the dragon from the jewels the swordsman gained immense power and hijacked the tower of the kingdom the king managed to escape but the princess was captured the king sent many troops to the tower to retrieve the princess and the jewels but none of them came back alive  as a last resort i decided to entrust everything to the apprentice swordsman the descendant of the legendary swordsman who once contained the dragon in a jewel many objected to sending the apprentice swordsman to the tower but the king felt something find the legendary equipment that the legendary swordsman once wore and regain the jewels and princess the apprentice swordsman invaded through the hidden passage of the tower on a full moon night game overview the purpose is to collect the legendary equipment in the dragon tower and defeat the demon swordsman and dragon also a princess is captured somewhere in the tower the princess can clear the game without rescuing but rescue is required for the true ending there are two types of attack methods dash attack and stomping dash attack …effective against all enemies but also damages the player stomping … attack that jumps and stomp the enemys head has some effects and the player is not damaged when you get the item it will be displayed in the upper right corner of the screen and will be equipped automatically when the life at the top left of the screen runs out it will be respawned at the previous checkpoint the position of the last coin picked up it is saved at the position where you picked up the fd floppy disk and you can select the area at the start of the game controls  keyboard move… a d keys move left and right jump… space key dash attack… f key get off the oneway platforms… s key  space key pause… esc key  controller playstation like move… dpad jump…  button dash attack…  button get off the oneway platforms…bottom the dpad   button pause… r1 button  controller xbox like move… left stick jump… a button dash attack… y button get off the platforms… bottom left stick  a button pause… start button items  legendary equipment boots  the movement speed becomes faster and the distance of the dash attack increasesopen the corresponding door sword  increases attack poweropen the corresponding door shield  increases defense armor  become invincible during a dash attackopen the corresponding door  other items green potion  recovers physical strength coins  if you take a coin you can start from that place checkpoint yellow blue red keys  doors corresponding to each color can be opened dragon jewel  the game is clear when you get it ,an oldstyle pixel 2d platformer who becomes an apprentice swordsman confronts dragons and rescues princesses you can easily enjoy your adventure with simple operations such as jumping and dashing attacks enjoy the world of charming enemy characters items that grow apprentice swordsmen and a simple and nostalgic game world,"['action', 'casual', 'indie']",action 31 indie 31 casual 21 2d platformer 12 old school 11 character action game 10 actionadventure 10,"['action', 'casual', 'indie']"
this is a mahjong game from chinait is not four people game that is traditional chinese mahjong game but it is two people game  this game has two modelocal game mode and network game modein local game modeplayer will get coins by a virtual competitor and players level up in network game modeplayer will play mahjong game with another player from internet if you wanna learn play mahjong and this game will make you become an expert ,this is a mahjong game from chinait is interesting that is used two players game modegame scoring rules are based on chinese official scoring,"['casual', 'indie', 'strategy']",casual 33 strategy 31 indie 30 card game 11 mahjong 10,"['casual', 'indie', 'strategy']"
synopsis you are the night guardian part of a long line of warriors tasked with keeping the creatures of the night away from your sleeping owner but beware these monsters are driven by a darkness that lurks under the bed do you have what it takes to survive until morning the player you play as a cute little teddy bear who has been fighting against the creatures of the night for over a year since he was gifted to his master on a cold christmas morning but lately youve noticed the creatures are a bit more active than normal you soon realize that there is a force unlike anything youve ever seen rotting under the masters bed your weapon your only weapon against the creatures of the night is a flashlight bash and burn your enemies until the sun rises on a new day but be careful the flashlight has limited battery life you will need to shake it to recharge it make sure you are able to spend precious time doing so the creatures of the night toys and clothes by day but by night they are corrupted by the darkness of the masters nightmares easy enough to subdue but they will swarm you if you dont keep them in check the boss you are not the first teddy bear before you there was snuggles he too swore to protect the master that is before the darkness of the masters nightmares took over his mind and corrupted his body now he is but a shell of his former self a mere vessel for the darkness to grow it will stop at nothing to reach its full form features five monsters to face a boss that reacts to how well you play flashlight combat a cute bear ready to kick butt ,you are a teddy bear tasked with keeping the creatures of the night away from your owners bed,"['action', 'indie']",action 32 indie 31,"['action', 'indie']"
a beautifully illustrated 2d topdown game with a focus on zenlike journeying light puzzling precisionplatforming and fallen gods story the animal gods have fallen once sacred they are now huskshaunted beasts lost to toxic fumes from a great bronze industry play as thistle a small amp agile warrior hellbent on destroying the curse that plagues these creatures wield a 17th century bc bronze sword and set the gods free key features cloak of flame dash  warp through toxicmaze like rivers dashing moves thistle a fixed distance over a fixed amount of time and upgrades to the long dash map of the unholy lets you choose dungeons in any order journey to the gardens of gwyn the halls of eynd and the coast of syn find the weapon and weapon upgrade in each dungeon to defeat the animal gods light puzzling puzzles rely on approximately 75 skill and 25 strategy each dungeon asks players to assess the obstacle ahead and approach cautiously puzzles are largely skillbased requiring a hint of strategy and luck character driven story find notes left by occultleader jessuh starryeyed juliette and scientist sven animal gods  story balances the relationship between three key characters and their ties to the dark underbelly of the city of sky mirror lives09mode 09lives mode unlocks after successfully completing animal gods on normal and challenges you to complete dungeons with 09lives or less ,a beautifully illustrated 2d topdown game with a focus on zenlike journeying light puzzling precisionplatforming and fallen gods,"['action', 'adventure', 'indie']",action 22 adventure 21 indie 21 2d 14 open world 13 atmospheric 13 topdown 13 great soundtrack 12 action rpg 10,"['action', 'adventure', 'indie']"
marble ball racing is a racing game player will control marble ball to race with other 24 ai marble ball this is a single player game to control marble ball you can use arrow key or wasd key player will play with 60 unique stages in scifi theme,marble ball racing is a racing game player will control marble ball to race with other 30 ai marble ball in 60 unique track,"['action', 'casual', 'indie', 'racing']",casual 82 racing 76 action 72 actionadventure 72 runner 69 3d 66 scifi 59 singleplayer 55 adventure 50 indie 46,"['action', 'casual', 'indie', 'racing']"
